id,scene,view_id,input_type,scale,sigma,spp,model,task,filename,path,experiment_name
scene3_11_ffdnet_gn10,scene3,11,GN,-,10,-,ffdnet,DN,scene3_011_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_011_FFDNet_denoised.png,denoise
scene3_11_cbm3d_gn25,scene3,11,GN,-,25,-,cbm3d,DN,scene3_011_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_011_CBM3D.png,denoise
scene3_11_ffdnet_gn25,scene3,11,GN,-,25,-,ffdnet,DN,scene3_011_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_011_FFDNet_denoised.png,denoise
scene3_11_cbm3d_rn32,scene3,11,RN,-,-,32,cbm3d,DN,scene3_011_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_011_CBM3D.png,denoise
scene3_11_ffdnet_rn32,scene3,11,RN,-,-,32,ffdnet,DN,scene3_011_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_011_FFDNet_denoised.png,denoise
scene3_12_cbm3d_gn10,scene3,12,GN,-,10,-,cbm3d,DN,scene3_012_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_012_CBM3D.png,denoise
scene3_12_ffdnet_gn10,scene3,12,GN,-,10,-,ffdnet,DN,scene3_012_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_012_FFDNet_denoised.png,denoise
scene1_27_cbm3d_gn10,scene1,27,GN,-,10,-,cbm3d,DN,scene1_027_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_10\scene1_027_CBM3D.png,denoise
scene1_27_ffdnet_gn10,scene1,27,GN,-,10,-,ffdnet,DN,scene1_027_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_10\scene1_027_FFDNet_denoised.png,denoise
scene3_12_cbm3d_gn25,scene3,12,GN,-,25,-,cbm3d,DN,scene3_012_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_012_CBM3D.png,denoise
scene3_12_ffdnet_gn25,scene3,12,GN,-,25,-,ffdnet,DN,scene3_012_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_012_FFDNet_denoised.png,denoise
scene3_12_cbm3d_rn32,scene3,12,RN,-,-,32,cbm3d,DN,scene3_012_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_012_CBM3D.png,denoise
scene3_12_ffdnet_rn32,scene3,12,RN,-,-,32,ffdnet,DN,scene3_012_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_012_FFDNet_denoised.png,denoise
scene3_13_cbm3d_gn10,scene3,13,GN,-,10,-,cbm3d,DN,scene3_013_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_013_CBM3D.png,denoise
scene3_13_ffdnet_gn10,scene3,13,GN,-,10,-,ffdnet,DN,scene3_013_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_013_FFDNet_denoised.png,denoise
scene3_13_cbm3d_gn25,scene3,13,GN,-,25,-,cbm3d,DN,scene3_013_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_013_CBM3D.png,denoise
scene3_13_ffdnet_gn25,scene3,13,GN,-,25,-,ffdnet,DN,scene3_013_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_013_FFDNet_denoised.png,denoise
scene1_27_cbm3d_gn25,scene1,27,GN,-,25,-,cbm3d,DN,scene1_027_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_25\scene1_027_CBM3D.png,denoise
scene1_27_ffdnet_gn25,scene1,27,GN,-,25,-,ffdnet,DN,scene1_027_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_25\scene1_027_FFDNet_denoised.png,denoise
scene3_13_cbm3d_rn32,scene3,13,RN,-,-,32,cbm3d,DN,scene3_013_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_013_CBM3D.png,denoise
scene3_13_ffdnet_rn32,scene3,13,RN,-,-,32,ffdnet,DN,scene3_013_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_013_FFDNet_denoised.png,denoise
scene3_14_cbm3d_gn10,scene3,14,GN,-,10,-,cbm3d,DN,scene3_014_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_014_CBM3D.png,denoise
scene3_14_ffdnet_gn10,scene3,14,GN,-,10,-,ffdnet,DN,scene3_014_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_014_FFDNet_denoised.png,denoise
scene3_14_cbm3d_gn25,scene3,14,GN,-,25,-,cbm3d,DN,scene3_014_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_014_CBM3D.png,denoise
scene3_14_ffdnet_gn25,scene3,14,GN,-,25,-,ffdnet,DN,scene3_014_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_014_FFDNet_denoised.png,denoise
scene3_14_cbm3d_rn32,scene3,14,RN,-,-,32,cbm3d,DN,scene3_014_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_014_CBM3D.png,denoise
scene3_14_ffdnet_rn32,scene3,14,RN,-,-,32,ffdnet,DN,scene3_014_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_014_FFDNet_denoised.png,denoise
scene1_27_cbm3d_rn32,scene1,27,RN,-,-,32,cbm3d,DN,scene1_027_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\render_32spp\scene1_027_CBM3D.png,denoise
scene1_27_ffdnet_rn32,scene1,27,RN,-,-,32,ffdnet,DN,scene1_027_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\render_32spp\scene1_027_FFDNet_denoised.png,denoise
scene3_15_cbm3d_gn10,scene3,15,GN,-,10,-,cbm3d,DN,scene3_015_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_015_CBM3D.png,denoise
scene3_15_ffdnet_gn10,scene3,15,GN,-,10,-,ffdnet,DN,scene3_015_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_015_FFDNet_denoised.png,denoise
scene3_15_cbm3d_gn25,scene3,15,GN,-,25,-,cbm3d,DN,scene3_015_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_015_CBM3D.png,denoise
scene3_15_ffdnet_gn25,scene3,15,GN,-,25,-,ffdnet,DN,scene3_015_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_015_FFDNet_denoised.png,denoise
scene3_15_cbm3d_rn32,scene3,15,RN,-,-,32,cbm3d,DN,scene3_015_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_015_CBM3D.png,denoise
scene3_15_ffdnet_rn32,scene3,15,RN,-,-,32,ffdnet,DN,scene3_015_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_015_FFDNet_denoised.png,denoise
scene3_16_cbm3d_gn10,scene3,16,GN,-,10,-,cbm3d,DN,scene3_016_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_016_CBM3D.png,denoise
scene3_16_ffdnet_gn10,scene3,16,GN,-,10,-,ffdnet,DN,scene3_016_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_016_FFDNet_denoised.png,denoise
scene1_29_cbm3d_gn10,scene1,29,GN,-,10,-,cbm3d,DN,scene1_029_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_10\scene1_029_CBM3D.png,denoise
scene1_29_ffdnet_gn10,scene1,29,GN,-,10,-,ffdnet,DN,scene1_029_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_10\scene1_029_FFDNet_denoised.png,denoise
scene3_16_cbm3d_gn25,scene3,16,GN,-,25,-,cbm3d,DN,scene3_016_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_016_CBM3D.png,denoise
scene3_16_ffdnet_gn25,scene3,16,GN,-,25,-,ffdnet,DN,scene3_016_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_016_FFDNet_denoised.png,denoise
scene3_16_cbm3d_rn32,scene3,16,RN,-,-,32,cbm3d,DN,scene3_016_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_016_CBM3D.png,denoise
scene3_16_ffdnet_rn32,scene3,16,RN,-,-,32,ffdnet,DN,scene3_016_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_016_FFDNet_denoised.png,denoise
scene3_17_cbm3d_gn10,scene3,17,GN,-,10,-,cbm3d,DN,scene3_017_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_017_CBM3D.png,denoise
scene3_17_ffdnet_gn10,scene3,17,GN,-,10,-,ffdnet,DN,scene3_017_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_017_FFDNet_denoised.png,denoise
scene3_17_cbm3d_gn25,scene3,17,GN,-,25,-,cbm3d,DN,scene3_017_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_017_CBM3D.png,denoise
scene3_17_ffdnet_gn25,scene3,17,GN,-,25,-,ffdnet,DN,scene3_017_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_017_FFDNet_denoised.png,denoise
scene1_29_cbm3d_gn25,scene1,29,GN,-,25,-,cbm3d,DN,scene1_029_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_25\scene1_029_CBM3D.png,denoise
scene1_29_ffdnet_gn25,scene1,29,GN,-,25,-,ffdnet,DN,scene1_029_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_25\scene1_029_FFDNet_denoised.png,denoise
scene3_17_cbm3d_rn32,scene3,17,RN,-,-,32,cbm3d,DN,scene3_017_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_017_CBM3D.png,denoise
scene3_17_ffdnet_rn32,scene3,17,RN,-,-,32,ffdnet,DN,scene3_017_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_017_FFDNet_denoised.png,denoise
scene3_18_cbm3d_gn10,scene3,18,GN,-,10,-,cbm3d,DN,scene3_018_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_018_CBM3D.png,denoise
scene3_18_ffdnet_gn10,scene3,18,GN,-,10,-,ffdnet,DN,scene3_018_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_018_FFDNet_denoised.png,denoise
scene3_18_cbm3d_gn25,scene3,18,GN,-,25,-,cbm3d,DN,scene3_018_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_018_CBM3D.png,denoise
scene3_18_ffdnet_gn25,scene3,18,GN,-,25,-,ffdnet,DN,scene3_018_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_018_FFDNet_denoised.png,denoise
scene3_18_cbm3d_rn32,scene3,18,RN,-,-,32,cbm3d,DN,scene3_018_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_018_CBM3D.png,denoise
scene3_18_ffdnet_rn32,scene3,18,RN,-,-,32,ffdnet,DN,scene3_018_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_018_FFDNet_denoised.png,denoise
scene1_29_cbm3d_rn32,scene1,29,RN,-,-,32,cbm3d,DN,scene1_029_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\render_32spp\scene1_029_CBM3D.png,denoise
scene1_29_ffdnet_rn32,scene1,29,RN,-,-,32,ffdnet,DN,scene1_029_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\render_32spp\scene1_029_FFDNet_denoised.png,denoise
scene3_19_cbm3d_gn10,scene3,19,GN,-,10,-,cbm3d,DN,scene3_019_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_019_CBM3D.png,denoise
scene3_19_ffdnet_gn10,scene3,19,GN,-,10,-,ffdnet,DN,scene3_019_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_019_FFDNet_denoised.png,denoise
scene3_19_cbm3d_gn25,scene3,19,GN,-,25,-,cbm3d,DN,scene3_019_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_019_CBM3D.png,denoise
scene3_19_ffdnet_gn25,scene3,19,GN,-,25,-,ffdnet,DN,scene3_019_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_019_FFDNet_denoised.png,denoise
scene3_19_cbm3d_rn32,scene3,19,RN,-,-,32,cbm3d,DN,scene3_019_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_019_CBM3D.png,denoise
scene3_19_ffdnet_rn32,scene3,19,RN,-,-,32,ffdnet,DN,scene3_019_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_019_FFDNet_denoised.png,denoise
scene1_0_bicubic,scene1,0,LR,x4,-,-,bicubic,SR,scene1_000_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_000_bicubic.png,edsr_x4
scene2_0_cbm3d_gn10,scene2,0,GN,-,10,-,cbm3d,DN,scene2_000_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_000_CBM3D.png,denoise
scene2_0_ffdnet_gn10,scene2,0,GN,-,10,-,ffdnet,DN,scene2_000_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_000_FFDNet_denoised.png,denoise
scene1_0_edsr,scene1,0,LR,x4,-,-,edsr,SR,scene1_000_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_000_edsr.png,edsr_x4
scene1_1_bicubic,scene1,1,LR,x4,-,-,bicubic,SR,scene1_001_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_001_bicubic.png,edsr_x4
scene1_1_edsr,scene1,1,LR,x4,-,-,edsr,SR,scene1_001_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_001_edsr.png,edsr_x4
scene1_2_bicubic,scene1,2,LR,x4,-,-,bicubic,SR,scene1_002_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_002_bicubic.png,edsr_x4
scene1_2_edsr,scene1,2,LR,x4,-,-,edsr,SR,scene1_002_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_002_edsr.png,edsr_x4
scene1_8_bicubic,scene1,8,LR,x4,-,-,bicubic,SR,scene1_008_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_008_bicubic.png,edsr_x4
scene1_8_edsr,scene1,8,LR,x4,-,-,edsr,SR,scene1_008_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_008_edsr.png,edsr_x4
scene1_9_bicubic,scene1,9,LR,x4,-,-,bicubic,SR,scene1_009_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_009_bicubic.png,edsr_x4
scene1_9_edsr,scene1,9,LR,x4,-,-,edsr,SR,scene1_009_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_009_edsr.png,edsr_x4
scene1_10_bicubic,scene1,10,LR,x4,-,-,bicubic,SR,scene1_010_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_010_bicubic.png,edsr_x4
scene2_0_cbm3d_gn25,scene2,0,GN,-,25,-,cbm3d,DN,scene2_000_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_000_CBM3D.png,denoise
scene2_0_ffdnet_gn25,scene2,0,GN,-,25,-,ffdnet,DN,scene2_000_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_000_FFDNet_denoised.png,denoise
scene1_10_edsr,scene1,10,LR,x4,-,-,edsr,SR,scene1_010_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_010_edsr.png,edsr_x4
scene1_11_bicubic,scene1,11,LR,x4,-,-,bicubic,SR,scene1_011_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_011_bicubic.png,edsr_x4
scene1_11_edsr,scene1,11,LR,x4,-,-,edsr,SR,scene1_011_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_011_edsr.png,edsr_x4
scene1_12_bicubic,scene1,12,LR,x4,-,-,bicubic,SR,scene1_012_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_012_bicubic.png,edsr_x4
scene1_12_edsr,scene1,12,LR,x4,-,-,edsr,SR,scene1_012_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_012_edsr.png,edsr_x4
scene1_13_bicubic,scene1,13,LR,x4,-,-,bicubic,SR,scene1_013_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_013_bicubic.png,edsr_x4
scene1_13_edsr,scene1,13,LR,x4,-,-,edsr,SR,scene1_013_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_013_edsr.png,edsr_x4
scene1_14_bicubic,scene1,14,LR,x4,-,-,bicubic,SR,scene1_014_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_014_bicubic.png,edsr_x4
scene2_0_cbm3d_rn32,scene2,0,RN,-,-,32,cbm3d,DN,scene2_000_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_000_CBM3D.png,denoise
scene2_0_ffdnet_rn32,scene2,0,RN,-,-,32,ffdnet,DN,scene2_000_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_000_FFDNet_denoised.png,denoise
scene1_14_edsr,scene1,14,LR,x4,-,-,edsr,SR,scene1_014_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_014_edsr.png,edsr_x4
scene1_15_bicubic,scene1,15,LR,x4,-,-,bicubic,SR,scene1_015_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_015_bicubic.png,edsr_x4
scene1_15_edsr,scene1,15,LR,x4,-,-,edsr,SR,scene1_015_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_015_edsr.png,edsr_x4
scene1_16_bicubic,scene1,16,LR,x4,-,-,bicubic,SR,scene1_016_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_016_bicubic.png,edsr_x4
scene1_16_edsr,scene1,16,LR,x4,-,-,edsr,SR,scene1_016_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_016_edsr.png,edsr_x4
scene1_17_bicubic,scene1,17,LR,x4,-,-,bicubic,SR,scene1_017_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_017_bicubic.png,edsr_x4
scene1_17_edsr,scene1,17,LR,x4,-,-,edsr,SR,scene1_017_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_017_edsr.png,edsr_x4
scene1_18_bicubic,scene1,18,LR,x4,-,-,bicubic,SR,scene1_018_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_018_bicubic.png,edsr_x4
scene1_18_edsr,scene1,18,LR,x4,-,-,edsr,SR,scene1_018_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_018_edsr.png,edsr_x4
scene1_19_bicubic,scene1,19,LR,x4,-,-,bicubic,SR,scene1_019_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_019_bicubic.png,edsr_x4
scene2_1_cbm3d_gn10,scene2,1,GN,-,10,-,cbm3d,DN,scene2_001_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_001_CBM3D.png,denoise
scene2_1_ffdnet_gn10,scene2,1,GN,-,10,-,ffdnet,DN,scene2_001_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_001_FFDNet_denoised.png,denoise
scene1_19_edsr,scene1,19,LR,x4,-,-,edsr,SR,scene1_019_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_019_edsr.png,edsr_x4
scene1_24_bicubic,scene1,24,LR,x4,-,-,bicubic,SR,scene1_024_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_024_bicubic.png,edsr_x4
scene1_24_edsr,scene1,24,LR,x4,-,-,edsr,SR,scene1_024_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_024_edsr.png,edsr_x4
scene1_25_bicubic,scene1,25,LR,x4,-,-,bicubic,SR,scene1_025_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_025_bicubic.png,edsr_x4
scene1_25_edsr,scene1,25,LR,x4,-,-,edsr,SR,scene1_025_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_025_edsr.png,edsr_x4
scene1_26_bicubic,scene1,26,LR,x4,-,-,bicubic,SR,scene1_026_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_026_bicubic.png,edsr_x4
scene1_26_edsr,scene1,26,LR,x4,-,-,edsr,SR,scene1_026_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_026_edsr.png,edsr_x4
scene1_27_bicubic,scene1,27,LR,x4,-,-,bicubic,SR,scene1_027_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_027_bicubic.png,edsr_x4
scene1_27_edsr,scene1,27,LR,x4,-,-,edsr,SR,scene1_027_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_027_edsr.png,edsr_x4
scene1_29_bicubic,scene1,29,LR,x4,-,-,bicubic,SR,scene1_029_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene1\scene1_029_bicubic.png,edsr_x4
scene2_1_cbm3d_gn25,scene2,1,GN,-,25,-,cbm3d,DN,scene2_001_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_001_CBM3D.png,denoise
scene2_1_ffdnet_gn25,scene2,1,GN,-,25,-,ffdnet,DN,scene2_001_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_001_FFDNet_denoised.png,denoise
scene1_29_edsr,scene1,29,LR,x4,-,-,edsr,SR,scene1_029_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene1\scene1_029_edsr.png,edsr_x4
scene2_0_bicubic,scene2,0,LR,x4,-,-,bicubic,SR,scene2_000_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene2\scene2_000_bicubic.png,edsr_x4
scene2_0_edsr,scene2,0,LR,x4,-,-,edsr,SR,scene2_000_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene2\scene2_000_edsr.png,edsr_x4
scene2_1_bicubic,scene2,1,LR,x4,-,-,bicubic,SR,scene2_001_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene2\scene2_001_bicubic.png,edsr_x4
scene2_1_edsr,scene2,1,LR,x4,-,-,edsr,SR,scene2_001_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene2\scene2_001_edsr.png,edsr_x4
scene2_2_bicubic,scene2,2,LR,x4,-,-,bicubic,SR,scene2_002_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene2\scene2_002_bicubic.png,edsr_x4
scene2_2_edsr,scene2,2,LR,x4,-,-,edsr,SR,scene2_002_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene2\scene2_002_edsr.png,edsr_x4
scene2_3_bicubic,scene2,3,LR,x4,-,-,bicubic,SR,scene2_003_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene2\scene2_003_bicubic.png,edsr_x4
scene2_1_cbm3d_rn32,scene2,1,RN,-,-,32,cbm3d,DN,scene2_001_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_001_CBM3D.png,denoise
scene2_3_edsr,scene2,3,LR,x4,-,-,edsr,SR,scene2_003_edsr.png,D:\Dissertation\CNN-based Experiment\results\SR\edsr\scene2\scene2_003_edsr.png,edsr_x4
scene2_4_bicubic,scene2,4,LR,x4,-,-,bicubic,SR,scene2_004_bicubic.png,D:\Dissertation\CNN-based Experiment\results\SR\bicubic\scene2\scene2_004_bicubic.png,edsr_x4
